x_m,y_m,temperature_K,conductivity_W_mK,velocity_m_s,fluid_mask
6.937500000000000611e-02,3.874999999999999972e-03,3.072922551247455658e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
7.062500000000000722e-02,3.874999999999999972e-03,3.075600979873071879e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
7.187500000000000833e-02,3.874999999999999972e-03,3.078253035541795271e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
7.312499999999999556e-02,3.874999999999999972e-03,3.080878832083284919e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
7.437499999999999667e-02,3.874999999999999972e-03,3.083478499156479984e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
7.562499999999999778e-02,3.874999999999999972e-03,3.086052180284812607e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
7.687499999999999889e-02,3.874999999999999972e-03,3.088600031102232606e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
7.812500000000000000e-02,3.874999999999999972e-03,3.091122217787716977e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
7.937500000000000111e-02,3.874999999999999972e-03,3.093618915668341742e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
8.062500000000000222e-02,3.874999999999999972e-03,3.096090307973039444e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
8.187500000000000333e-02,3.874999999999999972e-03,3.098536584721090321e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
8.312500000000000444e-02,3.874999999999999972e-03,3.100957941731065830e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
8.437500000000000555e-02,3.874999999999999972e-03,3.103354579737465428e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
8.562500000000000666e-02,3.874999999999999972e-03,3.105726703603606893e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
8.687500000000000777e-02,3.874999999999999972e-03,3.108074521620585529e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
8.812499999999999500e-02,3.874999999999999972e-03,3.110398244883147072e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
8.937499999999999611e-02,3.874999999999999972e-03,3.112698086734320100e+02,5.999999999999999778e-01,7.322097378277154026e-03,1.000000000000000000e+00
