x_m,y_m,temperature_K,conductivity_W_mK,velocity_m_s,fluid_mask
6.625000000000000333e-02,8.750000000000000182e-04,3.326128944152781060e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
6.875000000000000555e-02,8.750000000000000182e-04,3.326242963027282258e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.125000000000000777e-02,8.750000000000000182e-04,3.326353998652680275e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.374999999999999611e-02,8.750000000000000182e-04,3.326462233843886906e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.624999999999999833e-02,8.750000000000000182e-04,3.326567824359984797e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
7.875000000000000056e-02,8.750000000000000182e-04,3.326670903945380360e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.125000000000000278e-02,8.750000000000000182e-04,3.326771588398532344e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.375000000000000500e-02,8.750000000000000182e-04,3.326869978858456989e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.625000000000000722e-02,8.750000000000000182e-04,3.326966164458916637e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
8.874999999999999556e-02,8.750000000000000182e-04,3.327060224429428672e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.124999999999999778e-02,8.750000000000000182e-04,3.327152228980561404e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.375000000000000000e-02,8.750000000000000182e-04,3.327242225567674723e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.625000000000000222e-02,8.750000000000000182e-04,3.327329973070089864e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
9.875000000000000444e-02,8.750000000000000182e-04,3.327410396686910872e+02,1.500000000000000000e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000026e-03,1.125000000000000132e-03,3.215186868246157132e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
3.749999999999999861e-03,1.125000000000000132e-03,3.253924544650573694e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
6.250000000000000347e-03,1.125000000000000132e-03,3.267326898486024902e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
8.750000000000000833e-03,1.125000000000000132e-03,3.274740358622944427e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
1.124999999999999958e-02,1.125000000000000132e-03,3.279685655532080091e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
1.375000000000000007e-02,1.125000000000000132e-03,3.283319530092642822e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
1.625000000000000056e-02,1.125000000000000132e-03,3.286153974806447877e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
1.874999999999999931e-02,1.125000000000000132e-03,3.288457117708672968e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
2.125000000000000153e-02,1.125000000000000132e-03,3.290385727045356816e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
2.375000000000000028e-02,1.125000000000000132e-03,3.292038913985649629e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
2.624999999999999903e-02,1.125000000000000132e-03,3.293483088835070021e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
2.875000000000000125e-02,1.125000000000000132e-03,3.294764772514789115e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
3.125000000000000000e-02,1.125000000000000132e-03,3.295917695579878455e+02,5.999999999999999778e-01,7.303370786516853817e-04,1.000000000000000000e+00
