x,numerical,analytical
2.281250000000000222e-01,1.081097160516188316e+00,1.081224896594174867e+00
2.343750000000000000e-01,1.098892491675022010e+00,1.099019380861723016e+00
2.406250000000000056e-01,1.116535337779563708e+00,1.116661184421050335e+00
2.468750000000000111e-01,1.133998494839899118e+00,1.134123104889771749e+00
2.531249999999999889e-01,1.151255035933595794e+00,1.151378217252189584e+00
2.593750000000000222e-01,1.168278352725066860e+00,1.168399915375716969e+00
2.656250000000000000e-01,1.185042196493694133e+00,1.185161953035603899e+00
2.718750000000000333e-01,1.201520718607453908e+00,1.201638484384716321e+00
2.781250000000000111e-01,1.217688510379634437e+00,1.217804103805956162e+00
2.843749999999999889e-01,1.233520642247187160e+00,1.233633885085883675e+00
2.906250000000000222e-01,1.248992702210308670e+00,1.249103419849130647e+00
2.968750000000000000e-01,1.264080833473973042e+00,1.264188855194346095e+00
3.031250000000000333e-01,1.278761771233380973e+00,1.278866930473642416e+00
3.093750000000000111e-01,1.293012878546603517e+00,1.293115013158826265e+00
3.156250000000000444e-01,1.306812181239104032e+00,1.306911133739119490e+00
3.218750000000000222e-01,1.320138401786324245e+00,1.320234019596549624e+00
3.281250000000000000e-01,1.332970992122084253e+00,1.333063127806786596e+00
3.343750000000000333e-01,1.345290165322211129e+00,1.345378676814842578e+00
3.406250000000000111e-01,1.357076926114541671e+00,1.357161676936796013e+00
3.468750000000000444e-01,1.368313100168255358e+00,1.368393959640507695e+00
3.531250000000000222e-01,1.378981362117375653e+00,1.379058205560180328e+00
3.593750000000000000e-01,1.389065262275227974e+00,1.389137971201566124e+00
3.656250000000000333e-01,1.398549251998664644e+00,1.398617714296642056e+00
3.718750000000000111e-01,1.407418707662945634e+00,1.407482817768660688e+00
3.781250000000000444e-01,1.415659953210307131e+00,1.415719612270623706e+00
3.843750000000000222e-01,1.423260281237452851e+00,1.423315397262424176e+00
3.906250000000000000e-01,1.430207972589447429e+00,1.430258460594157954e+00
3.968750000000000333e-01,1.436492314429804962e+00,1.436538096565410871e+00
4.031250000000000111e-01,1.442103616758906082e+00,1.442144622432672385e+00
4.093750000000000444e-01,1.447033227355273954e+00,1.447069393339424304e+00
4.156250000000000222e-01,1.451273545116674946e+00,1.451304815645882762e+00
4.218750000000000000e-01,1.454818031780464871e+00,1.454844358637840784e+00
4.281250000000000333e-01,1.457661222005118162e+00,1.457682564596556318e+00
4.343750000000000111e-01,1.459798731797386395e+00,1.459815057214157719e+00
4.406250000000000444e-01,1.461227265272099896e+00,1.461238548341595056e+00
4.468750000000000222e-01,1.461944619734182993e+00,1.461950843058726690e+00
4.531250000000000000e-01,1.461949689075050074e+00,1.461950843058726690e+00
4.593750000000000333e-01,1.461242465478144403e+00,1.461238548341595056e+00
4.656250000000000111e-01,1.459824039430992704e+00,1.459815057214157719e+00
4.718750000000000444e-01,1.457696598043749292e+00,1.457682564596556318e+00
4.781250000000000222e-01,1.454863421676833690e+00,1.454844358637840784e+00
4.843750000000000000e-01,1.451328878882851114e+00,1.451304815645882762e+00
4.906250000000000333e-01,1.447098419670600711e+00,1.447069393339424304e+00
4.968750000000000111e-01,1.442178567101558118e+00,1.442144622432672385e+00
5.031250000000000444e-01,1.436576907231786659e+00,1.436538096565410871e+00
5.093750000000000222e-01,1.430302077414789430e+00,1.430258460594157954e+00
5.156250000000000000e-01,1.423363752983335395e+00,1.423315397262424176e+00
5.218749999999999778e-01,1.415772632330797975e+00,1.415719612270623706e+00
5.281250000000000666e-01,1.407540420415007931e+00,1.407482817768660466e+00
5.343750000000000444e-01,1.398679810710056870e+00,1.398617714296642056e+00
5.406250000000000222e-01,1.389204465633880003e+00,1.389137971201566124e+00
5.468750000000000000e-01,1.379128995481798237e+00,1.379058205560180550e+00
5.531249999999999778e-01,1.368468935898501160e+00,1.368393959640507695e+00
5.593750000000000666e-01,1.357240723923209824e+00,1.357161676936796013e+00
5.656250000000000444e-01,1.345461672644953310e+00,1.345378676814842578e+00
5.718750000000000222e-01,1.333149944507039386e+00,1.333063127806786596e+00
5.781250000000000000e-01,1.320324523301885433e+00,1.320234019596549624e+00
5.843749999999999778e-01,1.307005184899384442e+00,1.306911133739119490e+00
5.906250000000000666e-01,1.293212466753948631e+00,1.293115013158826265e+00
5.968750000000000444e-01,1.278967636237241523e+00,1.278866930473642194e+00
6.031250000000000222e-01,1.264292657845434098e+00,1.264188855194346317e+00
6.093750000000000000e-01,1.249210159331543446e+00,1.249103419849130647e+00
6.156250000000000888e-01,1.233743396815075943e+00,1.233633885085883453e+00
6.218750000000000666e-01,1.217916218922779015e+00,1.217804103805956162e+00
6.281250000000000444e-01,1.201753030015785928e+00,1.201638484384716321e+00
6.343750000000000222e-01,1.185278752559859594e+00,1.185161953035604121e+00
6.406250000000000000e-01,1.168518788696757849e+00,1.168399915375716747e+00
6.468750000000000888e-01,1.151498981075971262e+00,1.151378217252189584e+00
6.531250000000000666e-01,1.134245573007230723e+00,1.134123104889771527e+00
6.593750000000000444e-01,1.116785167995226313e+00,1.116661184421050335e+00
6.656250000000000222e-01,1.099144688718931118e+00,1.099019380861723016e+00
6.718750000000000000e-01,1.081351335518781598e+00,1.081224896594174867e+00
6.781250000000000888e-01,1.063432544455724438e+00,1.063305169423376162e+00
6.843750000000000666e-01,1.045415945006799241e+00,1.045287830269777007e+00
6.906250000000000444e-01,1.027329317462486902e+00,1.027200660564429491e+00
6.968750000000000222e-01,1.009200550091515769e+00,1.009071549412034807e+00
7.031250000000000000e-01,9.910575961391727695e-01,9.909284505879654148e-01
7.093750000000000888e-01,9.729284307254247866e-01,9.727993394355702872e-01
7.156250000000000666e-01,9.548410077093116843e-01,9.547121697302228815e-01
7.218750000000000444e-01,9.368232165861217764e-01,9.366948305766233940e-01
7.281250000000000222e-01,9.189028394838115732e-01,9.187751034058254662e-01
7.343750000000000000e-01,9.011075083249777684e-01,9.009806191382768725e-01
7.406250000000000888e-01,8.834646622204360700e-01,8.833388155789492213e-01
7.468750000000000666e-01,8.660015051601006597e-01,8.658768951102283618e-01
7.531250000000000444e-01,8.487449640664038730e-01,8.486217827478100828e-01
7.593750000000000222e-01,8.317216472749329181e-01,8.316000846242832534e-01
7.656250000000000000e-01,8.149578035063057557e-01,8.148380469643961010e-01
7.718750000000000888e-01,7.984792813925458699e-01,7.983615156152834569e-01
7.781250000000000666e-01,7.823114896203655633e-01,7.821958961940438382e-01
7.843750000000000444e-01,7.664793577528127289e-01,7.663661149141159923e-01
7.906250000000000222e-01,7.510072977896913304e-01,7.508965801508695748e-01
7.968750000000000000e-01,7.359191665260270687e-01,7.358111448056536830e-01
8.031250000000000888e-01,7.212382287666190273e-01,7.211330695263573620e-01
8.093750000000000666e-01,7.069871214533965942e-01,7.068849868411737347e-01
8.156250000000000444e-01,6.931878187608959685e-01,6.930888662608802875e-01
8.218750000000000222e-01,6.798615982136755331e-01,6.797659804034503761e-01
8.281250000000000000e-01,6.670290078779153031e-01,6.669368721932134036e-01
8.343750000000000888e-01,6.547098346777885380e-01,6.546213231851572001e-01
8.406250000000000666e-01,6.429230738854581073e-01,6.428383230632040979e-01
8.468750000000000444e-01,6.316868998317444195e-01,6.316060403594923045e-01
8.531250000000000222e-01,6.210186378826242359e-01,6.209417944398196720e-01
8.593750000000000000e-01,6.109347377247718036e-01,6.108620287984337649e-01
8.656250000000000888e-01,6.014507480013351337e-01,6.013822857033579439e-01
8.718750000000000666e-01,5.925812923370543661e-01,5.925171822313394232e-01
8.781250000000000444e-01,5.843400467896928685e-01,5.842803877293760717e-01
8.843750000000000222e-01,5.767397187625471489e-01,5.766846027375759354e-01
8.906250000000000000e-01,5.697920274105524596e-01,5.697415394058419347e-01
8.968750000000000888e-01,5.635076855701949272e-01,5.634619034345889066e-01
9.031250000000000666e-01,5.578963832410940293e-01,5.578553775673276149e-01
9.093750000000000444e-01,5.529667726447259346e-01,5.529306066605756964e-01
9.156250000000000222e-01,5.487264548833250544e-01,5.486951843541172380e-01
9.218750000000000000e-01,5.451819682195350181e-01,5.451556413621591046e-01
9.281250000000000888e-01,5.423387779948819487e-01,5.423174354034436817e-01
9.343750000000000666e-01,5.402012682026137158e-01,5.401849427858422814e-01
9.406250000000000444e-01,5.387727347279001044e-01,5.387614516584049440e-01
9.468750000000000222e-01,5.380553802658171181e-01,5.380491569412734210e-01
9.531250000000000000e-01,5.380503109249501481e-01,5.380491569412734210e-01
9.593750000000000888e-01,5.387575345218555967e-01,5.387614516584049440e-01
9.656250000000000666e-01,5.401759605690075183e-01,5.401849427858422814e-01
9.718750000000000444e-01,5.423034019562508190e-01,5.423174354034439038e-01
9.781250000000000222e-01,5.451365783231663098e-01,5.451556413621589936e-01
9.843750000000000000e-01,5.486711211171491076e-01,5.486951843541172380e-01
9.906250000000000888e-01,5.529015803293995113e-01,5.529306066605756964e-01
9.968750000000000666e-01,5.578214328984421044e-01,5.578553775673275039e-01
